session;session_start_text;session_end_text;clickouts;booking
20170503005173;03:00:35;03:04:39;3;0
20170503005174;23:06:07;23:09:25;2;1
20170503005175;17:24:57;17:27:26;4;0
20170503005176;13:37:24;13:40:20;1;0
20170503005177;10:31:50;10:34:21;3;0
20170503005178;01:50:05;01:53:12;1;1
20170503005179;17:25:44;17:29:33;2;0
20170503005180;07:27:13;07:30:08;4;0
20170503005181;19:55:29;19:58:37;3;0
20170503005182;16:59:14;17:04:34;3;0
20170503005183;09:51:05;09:51:43;4;0
20170503005184;00:42:53;00:45:05;1;0
20170503005185;02:28:31;02:31:01;3;0
20170503005186;02:27:47;02:30:37;1;0
20170503005187;06:49:23;06:51:32;1;0
20170503005188;21:01:06;21:04:49;2;0
20170503005189;04:22:09;04:25:20;1;0
20170503005190;02:00:48;02:02:46;2;0
20170503005191;15:15:01;15:18:20;1;0
20170503005192;12:08:00;12:08:57;1;0
20170503005193;02:03:26;02:05:27;3;0
20170503005194;14:47:54;14:50:52;3;0
20170503005195;17:54:38;17:58:03;3;0
20170503005196;02:26:54;02:28:32;2;0
20170503005197;01:39:27;01:43:04;2;0
20170503005198;10:58:02;10:59:10;4;0
20170503005199;19:00:57;19:04:56;3;0
20170503005200;19:38:43;19:42:01;1;0
20170503005201;04:22:11;04:25:04;2;0
20170503005202;02:09:24;02:13:06;4;0
20170503005203;17:37:38;17:42:11;1;0
20170503005204;11:13:54;11:16:14;2;0
20170503005205;22:01:25;22:04:57;3;0
20170503005206;20:54:06;20:59:36;2;0
20170503005207;09:21:34;09:24:05;3;0
20170503005208;20:25:56;20:29:51;3;0
20170503005209;20:07:14;20:10:40;2;0
20170503005210;11:11:49;11:14:43;3;0
20170503005211;17:49:01;17:50:11;3;0
20170503005212;17:44:55;17:47:42;0;0
20170503005213;23:46:30;23:48:22;3;0
20170503005214;13:37:04;13:42:47;1;0
20170503005215;12:51:17;12:54:01;0;0
20170503005216;00:22:30;00:26:12;2;0
20170503005217;03:12:29;03:14:11;2;0
20170503005218;05:53:18;05:56:44;1;0
20170503005219;17:38:44;17:42:13;3;0
20170503005220;09:11:50;09:15:22;0;0
20170503005221;18:09:58;18:13:33;2;0
20170503005222;06:44:51;06:48:06;1;0
20170503005223;01:11:49;01:14:03;4;0
20170503005224;17:03:01;17:06:23;3;0
20170503005225;10:07:50;10:10:09;2;0
20170503005226;10:34:38;10:37:09;2;1
20170503005227;08:33:33;08:37:40;2;1
20170503005228;18:54:26;18:58:25;3;1
20170503005229;03:57:46;04:00:21;2;0
20170503005230;16:36:36;16:40:21;0;0
20170503005231;17:54:43;17:59:25;3;0
20170503005232;19:30:48;19:31:46;2;0
20170503005233;12:58:41;13:00:09;1;0
20170503005234;13:33:01;13:37:28;2;0
20170503005235;07:22:24;07:27:18;4;0
20170503005236;13:47:18;13:49:42;1;0
20170503005237;21:40:50;21:43:09;2;0
20170503005238;09:14:36;09:16:36;3;0
20170503005239;10:51:51;10:55:14;2;0
20170503005240;22:12:50;22:12:50;0;1
20170503005241;12:43:02;12:44:26;3;0
20170503005242;13:25:03;13:26:59;2;0
20170503005243;10:57:11;10:58:46;4;0
20170503005244;20:33:00;20:35:16;2;1
20170503005245;09:54:20;09:58:34;2;1
20170503005246;14:20:00;14:23:22;2;0
20170503005247;18:50:22;18:52:13;3;0
20170503005248;22:35:21;22:37:52;0;0
20170503005249;11:13:00;11:15:25;2;0
20170503005250;15:56:04;16:00:56;4;0
20170503005251;01:02:07;01:04:37;2;0
20170503005252;00:36:52;00:39:08;1;1
20170503005253;02:34:53;02:37:31;3;0
20170503005254;01:42:01;01:45:26;3;0
20170503005255;04:21:16;04:23:34;3;0
20170503005256;21:52:12;21:55:05;4;0
20170503005257;01:40:39;01:44:28;3;0
20170503005258;18:22:10;18:25:10;3;0
20170503005259;20:04:09;20:07:10;3;0
20170503005260;10:06:34;10:07:57;1;0
20170503005261;04:42:09;04:47:54;3;0
20170503005262;20:00:04;20:02:37;3;0
20170503005263;14:38:08;14:39:47;2;0
20170503005264;08:56:46;08:58:56;2;0
20170503005265;12:34:05;12:38:27;2;0
20170503005266;12:31:54;12:35:18;3;0
20170503005267;03:40:21;03:40:49;2;0
20170503005268;20:44:03;20:48:27;5;0
20170503005269;12:29:16;12:32:36;5;0
20170503005270;19:30:44;19:34:07;2;0
20170503005271;16:33:56;16:36:57;2;0
20170503005272;08:10:18;08:14:23;2;0
20170503005273;18:06:58;18:10:05;1;1
20170503005274;03:22:07;03:23:39;4;0
20170503005275;21:19:49;21:21:21;3;0
20170503005276;12:34:49;12:37:33;4;0
20170503005277;00:49:38;00:51:49;3;0
20170503005278;09:54:03;09:56:44;2;0
20170503005279;08:21:52;08:23:48;2;0
20170503005280;03:42:03;03:44:51;2;0
20170503005281;04:35:45;04:38:58;2;0
20170503005282;17:20:26;17:22:25;4;0
20170503005283;11:21:20;11:24:30;2;0
20170503005284;00:02:07;00:05:24;3;0
20170503005285;21:09:01;21:14:25;0;0
20170503005286;01:21:59;01:27:25;2;0
20170503005287;23:46:38;23:50:22;2;0
20170503005288;13:14:34;13:14:34;0;1
20170503005289;19:38:00;19:41:39;3;0
20170503005290;00:02:45;00:05:39;4;0
20170503005291;15:00:09;15:02:43;5;0
20170503005292;23:42:21;23:45:01;2;0
20170503005293;22:47:29;22:50:34;3;0
20170503005294;16:49:25;16:53:17;1;0
20170503005295;08:04:50;08:08:17;4;0
20170503005296;03:33:35;03:35:13;2;1
20170503005297;01:55:57;02:00:15;3;0
20170503005298;05:29:55;05:32:40;2;0
20170503005299;13:39:47;13:42:53;3;0
20170503005300;19:46:20;19:48:53;5;0
20170503005301;06:50:52;06:53:17;2;0
20170503005302;05:18:26;05:19:36;3;0
20170503005303;22:45:45;22:48:27;1;0
20170503005304;03:52:21;03:55:10;2;0
20170503005305;23:13:52;23:16:58;4;0
20170503005306;16:10:04;16:14:25;2;0
20170503005307;13:13:38;13:16:21;3;0
20170503005308;13:57:14;14:00:15;2;0
20170503005309;09:28:16;09:31:43;3;0
20170503005310;02:36:56;02:40:08;3;1
20170503005311;00:58:15;01:01:48;2;0
20170503005312;15:17:41;15:21:49;1;0
20170503005313;19:07:48;19:10:33;3;1
20170503005314;20:46:56;20:49:43;4;0
20170503005315;18:07:22;18:10:44;4;0
20170503005316;16:51:29;16:54:56;3;0
20170503005317;14:09:06;14:11:34;5;0
20170503005318;19:24:24;19:28:23;2;0
20170503005319;19:44:11;19:45:54;3;0
20170503005320;12:52:39;12:55:54;4;0
20170503005321;11:16:31;11:21:13;3;1
20170503005322;18:47:24;18:51:09;2;0
20170503005323;17:25:46;17:28:52;2;1
20170503005324;21:12:30;21:16:32;2;0
20170503005325;23:52:14;23:54:03;2;0
20170503005326;11:29:34;11:32:53;1;1
20170503005327;02:09:04;02:13:35;1;0
20170503005328;19:36:59;19:38:34;2;0
20170503005329;04:22:43;04:25:00;3;0
20170503005330;15:06:09;15:08:55;2;0
20170503005331;21:37:21;21:40:35;3;0
20170503005332;14:30:01;14:32:22;2;0
20170503005333;03:56:45;03:58:28;2;0
20170503005334;05:02:48;05:06:04;5;0
20170503005335;04:13:09;04:16:15;3;0
20170503005336;06:59:39;07:02:49;4;1
20170503005337;05:29:25;05:31:42;2;0
20170503005338;10:58:05;11:00:46;2;0
20170503005339;04:12:33;04:14:13;4;0
20170503005340;17:33:24;17:36:09;2;0
20170503005341;10:14:03;10:19:09;2;0
20170503005342;11:21:37;11:24:20;2;0
20170503005343;04:49:28;04:51:54;2;0
20170503005344;02:43:04;02:44:41;3;0
20170503005345;13:57:46;14:00:20;3;0
20170503005346;01:36:05;01:41:53;2;0
20170503005347;19:41:51;19:45:05;3;0
20170503005348;19:39:00;19:42:44;3;0
20170503005349;15:01:00;15:03:09;4;0
20170503005350;15:37:07;15:40:21;2;0
20170503005351;00:18:18;00:20:45;2;0
20170503005352;16:59:13;17:03:26;2;0
20170503005353;03:51:41;03:54:28;3;0
20170503005354;18:21:23;18:23:50;1;0
20170503005355;12:03:21;12:07:45;3;1
20170503005356;08:49:50;08:53:36;4;0
20170503005357;22:09:26;22:11:38;3;0
20170503005358;15:46:37;15:49:32;2;0
20170503005359;03:25:39;03:30:11;3;0
20170503005360;07:25:52;07:30:40;2;0
20170503005361;19:28:09;19:31:11;3;0
20170503005362;15:39:39;15:42:10;1;0
20170503005363;13:25:25;13:28:03;1;0
20170503005364;23:17:37;23:20:13;0;0
20170503005365;15:31:59;15:34:14;2;0
20170503005366;11:23:27;11:26:33;3;0
20170503005367;22:02:24;22:05:20;2;0
20170503005368;17:22:37;17:25:08;3;0
20170503005369;19:55:33;20:00:12;3;0
20170503005370;12:26:45;12:31:20;3;1
20170503005371;14:55:20;14:58:20;2;0
20170503005372;11:23:37;11:26:20;4;0
20170503005373;14:10:24;14:13:06;3;0
20170503005374;00:50:41;00:54:20;4;0
20170503005375;05:18:23;05:21:47;3;0
20170503005376;18:34:38;18:36:17;2;0
20170503005377;07:08:41;07:10:35;4;1
20170503005378;11:06:06;11:10:05;1;0
20170503005379;08:00:55;08:03:31;2;0
20170503005380;14:06:14;14:11:26;2;0
20170503005381;12:43:13;12:44:44;4;0
20170503005382;02:38:18;02:39:43;2;1
20170503005383;00:30:05;00:32:55;3;0
20170503005384;03:21:56;03:25:27;3;0
20170503005385;22:08:21;22:11:40;5;0
20170503005386;04:17:18;04:21:21;3;0
20170503005387;19:37:36;19:41:33;1;0
20170503005388;01:30:28;01:34:48;2;0
20170503005389;04:50:20;04:54:09;1;1
20170503005390;14:37:49;14:39:34;3;0
20170503005391;08:45:55;08:48:55;5;1
20170503005392;08:41:30;08:45:19;1;0
20170503005393;01:17:34;01:21:19;2;0
20170503005394;14:56:52;14:58:10;3;0
20170503005395;14:43:30;14:47:06;0;0
20170503005396;06:31:26;06:36:11;2;0
20170503005397;14:22:52;14:24:53;2;0
20170503005398;23:27:16;23:30:40;2;0
20170503005399;10:16:07;10:19:36;1;0
20170503005400;05:33:40;05:37:30;3;0
20170503005401;20:42:51;20:44:39;1;0
20170503005402;00:25:50;00:29:03;3;0
20170503005403;06:20:39;06:24:48;1;1
20170503005404;19:18:19;19:22:26;3;0
20170503005405;18:50:21;18:52:39;3;0
20170503005406;20:48:03;20:50:04;2;0
20170503005407;10:32:57;10:36:27;2;0
20170503005408;19:06:30;19:07:58;3;0
20170503005409;07:36:42;07:40:38;1;0
20170503005410;04:05:32;04:07:20;1;0
20170503005411;06:31:26;06:34:45;4;0
20170503005412;10:00:41;10:03:04;1;0
20170503005413;04:10:53;04:13:37;3;0
20170503005414;05:13:13;05:16:13;1;0
20170503005415;09:35:15;09:36:24;1;0
20170503005416;11:38:18;11:41:32;3;0
20170503005417;01:18:03;01:21:57;2;0
20170503005418;13:57:37;13:59:29;2;0
20170503005419;02:49:28;02:52:00;2;0
20170503005420;21:52:55;21:56:58;3;0
20170503005421;13:08:53;13:11:31;2;0
20170503005422;13:00:01;13:01:25;3;0
20170503005423;14:10:35;14:14:23;3;0
20170503005424;06:00:09;06:03:12;1;0
20170503005425;11:18:11;11:22:27;3;0
20170503005426;00:07:08;00:09:24;2;0
20170503005427;11:54:59;11:56:41;3;0
20170503005428;14:55:15;14:59:14;3;0
20170503005429;22:49:00;22:53:03;2;0
20170503005430;14:40:58;14:45:05;2;0
20170503005431;13:34:50;13:38:12;2;0
20170503005432;12:27:12;12:29:50;3;0
20170503005433;14:54:31;14:57:38;3;0
20170503005434;03:34:14;03:36:54;3;0
20170503005435;22:58:35;23:01:57;2;0
20170503005436;14:03:33;14:06:40;3;0
20170503005437;10:20:59;10:23:14;2;0
20170503005438;06:11:58;06:16:18;3;0
20170503005439;19:30:45;19:33:28;2;0
20170503005440;11:07:56;11:12:17;4;0
20170503005441;19:40:00;19:43:06;1;0
20170503005442;21:16:04;21:17:31;1;0
20170503005443;02:01:01;02:05:01;2;0
20170503005444;06:39:25;06:41:46;4;0
20170503005445;20:56:58;21:00:35;2;0
20170503005446;08:53:46;08:55:26;2;0
20170503005447;23:08:44;23:12:28;2;1
20170503005448;12:41:26;12:44:46;4;0
20170503005449;19:53:33;19:57:28;1;0
20170503005450;04:00:33;04:02:55;3;0
20170503005451;15:33:35;15:37:00;3;0
20170503005452;00:08:29;00:11:42;1;0
20170503005453;12:11:02;12:15:08;2;0
20170503005454;18:12:58;18:15:25;3;0
20170503005455;14:40:22;14:44:02;3;0
20170503005456;01:00:13;01:03:24;5;0
20170503005457;01:26:28;01:29:47;1;1
20170503005458;14:29:33;14:32:13;3;1
20170503005459;15:32:22;15:34:24;3;0
20170503005460;21:18:44;21:21:57;2;0
20170503005461;01:52:45;01:53:40;2;0
20170503005462;10:58:14;11:02:39;2;0
20170503005463;20:19:14;20:22:30;2;0
20170503005464;11:31:58;11:36:18;3;0
20170503005465;03:56:59;03:59:06;3;0
20170503005466;16:05:14;16:09:43;2;1
20170503005467;00:49:18;00:50:11;3;0
20170503005468;00:50:33;00:53:40;2;0
20170503005469;01:12:03;01:14:34;3;0
20170503005470;08:00:49;08:04:15;3;0
20170503005471;21:23:49;21:26:13;3;0
20170503005472;03:07:55;03:09:16;4;0
20170503005473;10:54:45;10:58:59;1;0
20170503005474;06:12:54;06:14:50;3;0
20170503005475;23:46:08;23:48:48;2;1
20170503005476;06:01:47;06:05:35;3;0
20170503005477;16:10:27;16:14:37;2;0
20170503005478;19:46:14;19:49:52;0;0
20170503005479;04:52:19;04:55:02;1;0
20170503005480;00:08:42;00:11:02;2;0
20170503005481;12:31:39;12:33:43;4;0
20170503005482;18:14:53;18:18:11;3;0
20170503005483;18:35:45;18:38:45;2;1
20170503005484;11:27:09;11:28:46;2;1
20170503005485;22:00:45;22:05:43;2;1
20170503005486;05:16:27;05:20:12;2;0
20170503005487;04:06:55;04:08:27;3;0
20170503005488;07:11:20;07:15:05;0;0
20170503005489;08:37:04;08:39:40;4;0
20170503005490;02:07:34;02:09:37;4;0
20170503005491;17:39:28;17:42:54;3;0
20170503005492;06:58:08;07:00:00;2;0
20170503005493;23:23:20;23:27:36;2;1
20170503005494;09:56:01;09:58:37;2;0
20170503005495;15:12:14;15:16:52;3;0
20170503005496;10:02:53;10:05:25;3;0
20170503005497;15:52:19;15:55:29;2;1
20170503005498;23:06:59;23:10:27;2;0
20170503005499;08:51:07;08:55:08;4;0
20170503005500;15:48:26;15:50:01;3;0
20170503005501;22:13:12;22:16:12;2;0
20170503005502;16:04:09;16:08:50;4;0
20170503005503;11:02:18;11:05:13;3;0
20170503005504;19:27:34;19:30:13;3;0
20170503005505;07:41:19;07:44:32;1;1
20170503005506;20:26:42;20:31:04;3;0
20170503005507;08:54:52;08:55:45;3;0
20170503005508;06:19:24;06:21:46;3;0
20170503005509;10:03:08;10:06:19;3;0
20170503005510;00:17:41;00:20:39;2;0
20170503005511;23:11:45;23:14:51;1;0
20170503005512;10:52:41;10:56:15;2;1
20170503005513;07:15:39;07:19:32;3;0
20170503005514;23:40:42;23:42:08;4;0
20170503005515;21:15:20;21:16:59;2;0
20170503005516;14:48:00;14:50:13;2;0
20170503005517;21:58:22;22:01:41;3;0
20170503005518;16:16:53;16:20:54;1;0
20170503005519;10:08:36;10:12:12;3;0
20170503005520;00:42:34;00:45:30;3;1
20170503005521;05:21:45;05:23:49;1;0
20170503005522;04:14:41;04:16:09;4;0
20170503005523;18:56:53;19:00:35;3;1
20170503005524;00:48:41;00:52:16;3;0
20170503005525;23:59:23;00:01:42;2;0
20170503005526;18:17:59;18:20:30;1;0
20170503005527;09:54:00;09:57:35;1;0
20170503005528;21:27:54;21:32:24;3;0
20170503005529;20:59:22;21:02:10;3;0
20170503005530;18:17:56;18:20:39;1;0
20170503005531;05:00:47;05:02:37;2;0
20170503005532;22:41:35;22:44:45;4;0
20170503005533;10:36:25;10:39:44;2;0
20170503005534;01:08:00;01:12:39;2;1
20170503005535;04:46:20;04:47:32;1;0
20170503005536;19:04:06;19:07:20;3;0
20170503005537;06:08:34;06:11:02;2;0
20170503005538;17:18:53;17:21:55;2;0
20170503005539;05:52:25;05:55:27;1;0
20170503005540;22:44:31;22:48:17;4;0
20170503005541;20:00:29;20:03:05;2;0
20170503005542;11:23:33;11:29:15;3;0
20170503005543;08:32:58;08:35:06;1;0
20170503005544;12:20:01;12:24:26;0;0
20170503005545;07:03:00;07:05:07;2;0
20170503005546;11:00:28;11:02:54;4;0
20170503005547;07:01:49;07:06:02;1;0
20170503005548;01:40:22;01:43:26;3;0
20170503005549;05:57:47;05:59:47;2;0
20170503005550;07:17:23;07:21:27;3;0
20170503005551;21:13:02;21:15:38;1;0
20170503005552;10:47:59;10:51:22;3;0
20170503005553;21:10:32;21:13:13;2;0
20170503005554;13:41:24;13:45:15;2;0
20170503005555;08:07:41;08:10:23;3;0
20170503005556;23:39:41;23:41:42;3;0
20170503005557;06:29:37;06:31:54;2;0
20170503005558;22:23:37;22:26:59;2;0
20170503005559;18:29:48;18:32:04;1;0
20170503005560;02:35:44;02:39:14;2;0
20170503005561;10:20:20;10:23:39;2;0
20170503005562;19:41:34;19:45:20;2;0
20170503005563;21:15:00;21:18:14;4;0
20170503005564;08:48:38;08:51:55;2;0
20170503005565;11:43:35;11:44:55;2;0
20170503005566;01:11:55;01:15:52;3;0
20170503005567;03:45:22;03:48:17;2;0
20170503005568;08:45:55;08:47:21;2;0
20170503005569;19:05:16;19:07:25;4;0
20170503005570;13:53:25;13:55:27;3;0
20170503005571;03:40:31;03:45:28;1;0
20170503005572;00:19:38;00:20:56;2;0
20170503005573;10:21:31;10:25:04;3;1
20170503005574;04:24:32;04:28:59;0;0
20170503005575;17:15:17;17:16:47;2;0
20170503005576;01:53:43;01:54:16;3;0
20170503005577;07:10:25;07:14:01;4;0
20170503005578;00:37:53;00:41:40;1;0
20170503005579;11:07:26;11:09:44;1;0
20170503005580;02:44:21;02:47:32;0;0
20170503005581;00:33:00;00:35:45;2;0
20170503005582;12:23:46;12:26:43;1;0
20170503005583;18:30:04;18:34:21;0;0
20170503005584;12:12:42;12:15:36;2;0
20170503005585;03:16:43;03:20:01;4;0
20170503005586;08:39:48;08:41:57;3;0
20170503005587;22:51:33;22:55:58;3;0
20170503005588;09:15:15;09:19:48;2;0
20170503005589;15:52:20;15:57:22;0;0
20170503005590;18:09:26;18:13:28;3;0
20170503005591;12:42:05;12:45:25;2;0
20170503005592;13:43:51;13:46:59;2;0
20170503005593;15:59:59;16:01:24;4;0
20170503005594;16:08:29;16:11:58;2;0
20170503005595;11:33:16;11:35:59;3;1
20170503005596;03:42:21;03:45:17;2;1
20170503005597;10:37:55;10:42:09;4;0
20170503005598;07:18:18;07:21:54;2;1
20170503005599;02:21:12;02:24:31;1;0
20170503005600;17:23:12;17:25:43;3;0
20170503005601;12:13:46;12:18:30;1;0
20170503005602;11:51:13;11:52:06;2;0
20170503005603;20:46:34;20:49:28;3;0
20170503005604;19:34:44;19:38:30;2;0
20170503005605;09:21:37;09:25:40;3;0
20170503005606;12:38:36;12:40:43;1;0
20170503005607;19:28:52;19:30:58;3;0
20170503005608;16:20:22;16:24:33;2;1
20170503005609;14:38:14;14:41:49;2;0
20170503005610;15:40:10;15:43:51;3;0
20170503005611;11:27:23;11:31:06;4;0
20170503005612;11:19:24;11:20:21;2;0
20170503005613;02:22:40;02:26:26;3;0
20170503005614;03:49:55;03:52:46;3;0
20170503005615;08:51:43;08:54:53;2;0
20170503005616;15:49:07;15:51:44;3;0
20170503005617;16:00:27;16:02:37;3;0
20170503005618;20:37:12;20:41:25;2;0
20170503005619;20:23:38;20:26:41;3;1
20170503005620;23:19:07;23:21:00;4;0
20170503005621;21:35:49;21:39:24;3;0
20170503005622;12:32:57;12:35:21;3;0
20170503005623;08:55:36;08:58:23;4;0
20170503005624;23:23:45;23:26:09;2;0
20170503005625;07:00:59;07:03:14;2;0
20170503005626;14:01:31;14:05:04;2;0
20170503005627;17:57:13;17:59:42;4;0
20170503005628;08:21:55;08:25:46;2;1
20170503005629;02:30:42;02:31:40;4;1
20170503005630;14:42:25;14:46:00;4;0
20170503005631;19:44:55;19:46:36;2;0
20170503005632;16:36:26;16:40:01;3;0
20170503005633;10:10:34;10:13:12;2;0
20170503005634;22:29:14;22:33:22;3;0
20170503005635;00:57:40;01:01:16;1;0
20170503005636;03:09:33;03:12:15;4;0
20170503005637;21:00:07;21:04:15;1;0
20170503005638;18:53:34;18:57:03;4;0
20170503005639;22:04:34;22:08:06;2;1
20170503005640;17:08:29;17:10:38;2;0
20170503005641;03:55:39;04:00:12;4;0
20170503005642;17:27:23;17:29:09;4;0
20170503005643;23:50:10;23:53:49;3;0
20170503005644;17:56:40;18:00:26;2;0
20170503005645;11:45:47;11:48:12;3;0
20170503005646;07:32:55;07:37:05;2;0
20170503005647;13:03:31;13:06:11;2;1
20170503005648;06:37:38;06:41:18;2;0
20170503005649;16:52:27;16:56:08;3;0
20170503005650;04:52:38;04:57:43;5;0
20170503005651;21:29:49;21:32:37;4;0
20170503005652;14:30:19;14:32:55;2;1
20170503005653;15:38:19;15:42:05;2;0
20170503005654;14:58:00;15:02:09;3;0
20170503005655;15:14:39;15:16:45;3;0
20170503005656;19:40:34;19:43:35;4;0
20170503005657;20:49:06;20:51:50;3;0
20170503005658;10:04:04;10:07:50;3;0
20170503005659;03:11:42;03:16:22;2;1
20170503005660;11:35:10;11:39:38;4;0
20170503005661;20:43:41;20:47:12;1;0
20170503005662;23:37:25;23:40:42;0;0
20170503005663;04:00:36;04:03:38;2;0
20170503005664;09:37:49;09:41:24;2;1
20170503005665;10:19:58;10:23:45;4;0
20170503005666;14:07:37;14:09:20;3;0
20170503005667;07:50:52;07:52:32;2;0
20170503005668;02:15:13;02:17:06;4;1
20170503005669;01:11:40;01:14:19;3;0
20170503005670;21:56:54;21:59:40;1;0
20170503005671;03:57:27;04:00:10;1;1
20170503005672;04:41:44;04:45:38;2;0
20170503005673;03:23:03;03:25:39;3;0
20170503005674;08:02:20;08:05:19;3;0
20170503005675;22:59:41;23:01:08;1;0
20170503005676;20:43:05;20:44:29;3;0
20170503005677;09:25:15;09:27:03;3;0
20170503005678;21:44:43;21:47:38;4;0
20170503005679;07:20:11;07:23:44;3;0
20170503005680;04:31:50;04:34:03;1;0
20170503005681;10:30:13;10:32:16;3;0
20170503005682;13:32:30;13:35:24;2;0
20170503005683;20:21:18;20:25:03;3;0
20170503005684;10:39:13;10:42:36;1;0
20170503005685;15:26:51;15:28:42;3;0
20170503005686;11:14:33;11:16:28;3;1
20170503005687;09:16:00;09:20:37;2;0
20170503005688;11:31:20;11:34:59;2;0
20170503005689;22:01:18;22:03:32;3;0
20170503005690;19:42:56;19:46:39;3;0
20170503005691;01:58:57;02:01:44;4;0
20170503005692;05:43:51;05:46:24;3;0
20170503005693;05:25:14;05:28:06;2;1
20170503005694;01:40:06;01:43:38;2;0
20170503005695;01:13:00;01:14:24;3;0
20170503005696;09:45:32;09:49:01;0;0
20170503005697;14:52:58;14:54:27;3;0
20170503005698;09:55:41;09:58:18;3;0
20170503005699;21:20:53;21:23:04;1;0
20170503005700;11:47:02;11:48:50;4;0
20170503005701;15:59:03;16:02:18;2;0
20170503005702;14:16:19;14:19:35;2;0
20170503005703;23:12:07;23:13:54;1;1
20170503005704;00:43:09;00:45:38;2;0
20170503005705;21:05:45;21:07:40;4;0
20170503005706;16:50:46;16:53:03;3;0
20170503005707;13:35:52;13:39:01;3;0
20170503005708;11:29:15;11:30:50;2;0
20170503005709;02:17:22;02:21:09;3;0
20170503005710;06:34:54;06:38:28;1;0
20170503005711;06:38:25;06:40:03;3;0
20170503005712;08:55:35;08:58:43;2;0
20170503005713;12:21:22;12:24:31;3;0
20170503005714;06:34:37;06:37:45;2;0
20170503005715;02:59:23;03:02:36;2;1
20170503005716;03:09:10;03:11:46;3;1
20170503005717;05:14:05;05:16:31;3;0
20170503005718;11:45:08;11:48:15;5;0
20170503005719;13:10:01;13:11:59;2;0
20170503005720;07:46:59;07:51:08;2;0
20170503005721;13:27:42;13:29:24;0;0
20170503005722;23:21:31;23:24:41;3;0
20170503005723;04:45:34;04:47:42;3;0
20170503005724;16:42:52;16:44:41;4;0
20170503005725;23:17:43;23:20:23;3;0
20170503005726;23:51:43;23:55:09;2;0
20170503005727;03:24:05;03:26:49;2;0
20170503005728;20:14:42;20:17:31;4;0
20170503005729;01:17:51;01:20:00;3;0
20170503005730;17:34:02;17:37:55;4;0
20170503005731;08:20:51;08:23:38;3;0
20170503005732;15:34:03;15:37:35;2;0
20170503005733;15:06:00;15:09:50;3;0
20170503005734;01:29:07;01:33:03;3;0
20170503005735;00:38:45;00:42:01;0;0
20170503005736;07:45:37;07:49:13;3;0
20170503005737;10:39:02;10:40:16;0;0
20170503005738;20:43:16;20:45:46;1;0
20170503005739;06:51:46;06:56:29;2;0
20170503005740;18:39:56;18:43:00;3;0
20170503005741;15:37:36;15:39:53;1;0
20170503005742;06:47:45;06:51:22;3;0
20170503005743;00:42:17;00:45:36;3;1
20170503005744;21:22:56;21:25:51;1;0
20170503005745;05:40:32;05:41:43;2;0
20170503005746;07:42:41;07:42:41;0;1
20170503005747;06:54:03;06:58:39;2;0
20170503005748;12:04:01;12:06:09;3;0
20170503005749;02:17:14;02:20:01;1;1
20170503005750;06:43:11;06:45:16;3;0
20170503005751;03:43:09;03:46:53;3;0
20170503005752;00:17:21;00:21:20;2;0
20170503005753;07:23:29;07:25:29;2;0
20170503005754;05:02:03;05:04:49;4;0
20170503005755;01:53:41;01:54:53;3;0
20170503005756;14:18:36;14:21:56;3;0
20170503005757;20:19:38;20:22:30;4;0
20170503005758;11:57:30;11:59:52;1;0
20170503005759;15:20:30;15:24:17;2;0
20170503005760;19:38:48;19:41:50;0;1
20170503005761;13:40:24;13:44:36;3;0
20170503005762;08:12:58;08:17:07;2;0
20170503005763;06:37:34;06:40:12;3;0
20170503005764;05:35:04;05:38:24;2;0
20170503005765;02:37:53;02:41:49;2;0
20170503005766;13:12:27;13:15:01;3;0
20170503005767;16:55:22;16:58:57;3;1
20170503005768;16:15:41;16:18:39;3;1
20170503005769;21:49:24;21:51:10;2;0
20170503005770;08:21:14;08:22:56;2;0
20170503005771;14:46:07;14:49:48;2;0
20170503005772;22:07:01;22:09:15;4;0
20170503005773;12:36:04;12:39:26;3;0
20170503005774;14:21:45;14:24:29;2;0
20170503005775;05:37:27;05:42:52;2;0
20170503005776;20:24:16;20:26:26;2;0
20170503005777;23:05:56;23:09:13;2;0
20170503005778;14:19:11;14:22:09;2;0
20170503005779;10:15:12;10:19:46;2;0
20170503005780;13:42:29;13:44:57;4;1
20170503005781;11:26:17;11:28:46;3;0
20170503005782;08:35:27;08:38:19;1;0
20170503005783;06:16:51;06:17:53;3;0
20170503005784;14:46:34;14:49:54;2;1
20170503005785;11:08:36;11:12:11;3;0
20170503005786;06:38:52;06:41:33;1;0
20170503005787;23:29:04;23:32:45;2;0
20170503005788;17:30:49;17:34:12;1;0
20170503005789;05:23:16;05:26:40;1;0
20170503005790;14:10:23;14:14:26;1;1
20170503005791;14:57:24;15:00:38;2;0
20170503005792;16:20:08;16:22:00;1;0
20170503005793;17:58:19;18:01:33;4;0
20170503005794;18:40:54;18:44:29;3;0
20170503005795;19:57:29;20:00:24;3;0
20170503005796;19:58:57;20:02:36;1;0
20170503005797;05:33:21;05:33:21;0;1
20170503005798;03:51:51;03:56:41;4;0
20170503005799;12:22:55;12:27:14;2;0
20170503005800;10:04:58;10:06:58;4;0
20170503005801;14:09:34;14:13:05;4;0
20170503005802;15:26:23;15:31:41;2;0
20170503005803;14:01:13;14:03:21;3;0
20170503005804;18:15:10;18:19:13;1;0
20170503005805;16:27:14;16:31:26;3;0
20170503005806;21:48:20;21:52:06;4;0
20170503005807;13:59:57;14:02:53;1;0
